customerID,SeniorCitizen,Partner,Dependents,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,Male,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,current_tenure
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,6
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,7
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,8
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,9
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,10
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,11
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,12
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,13
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,14
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,15
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,16
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,17
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,18
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,19
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,20
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,21
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,22
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,23
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,24
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,25
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,26
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,27
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,28
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,29
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,30
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,31
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,32
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,33
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,34
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,35
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,36
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,37
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,38
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,39
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,40
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,41
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,42
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,43
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,44
0022-TCJCI,1,0,0,1,1,1,0,1,0,0,1,0,1,62.7,1,1,0,0,0,1,0,45
0023-HGHWL,1,0,0,0,1,0,0,0,0,0,0,1,2,25.1,1,0,1,0,1,0,0,1
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,1
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,2
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,3
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,4
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,5
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,6
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,7
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,8
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,9
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,10
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,11
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,12
0023-XUOPT,0,1,0,1,2,0,1,1,0,1,0,0,2,94.1,0,0,0,1,1,0,0,13
0032-PGELS,0,1,1,0,1,1,0,0,0,0,0,0,0,30.5,0,0,1,0,1,0,0,1
0067-DKWBL,1,0,0,1,1,1,0,0,0,0,0,1,2,49.25,1,1,0,0,1,0,0,1
0067-DKWBL,1,0,0,1,1,1,0,0,0,0,0,1,2,49.25,1,1,0,0,1,0,0,2
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,1
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,2
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,3
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,4
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,5
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,6
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,7
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,8
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,9
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,10
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,11
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,12
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,13
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,14
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,15
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,16
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,17
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,18
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,19
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,20
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,21
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,22
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,23
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,24
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,25
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,26
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,27
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,28
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,29
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,30
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,31
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,32
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,33
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,34
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,35
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,36
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,37
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,38
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,39
0093-XWZFY,0,0,0,1,2,0,1,1,0,1,1,1,1,104.5,1,0,0,1,1,0,0,40
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,1
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,2
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,3
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,4
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,5
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,6
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,7
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,8
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,9
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,10
0094-OIFMO,1,0,0,1,2,0,1,0,0,1,1,1,2,95.0,0,1,0,0,1,0,0,11
0107-WESLM,0,0,0,1,0,0,0,0,0,0,0,1,2,19.85,1,1,0,0,1,0,0,1
0107-YHINA,0,0,1,1,2,0,0,1,0,1,1,1,2,99.75,1,0,0,1,1,0,0,1
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,1
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,2
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,3
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,4
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,5
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,6
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,7
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,8
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,9
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,10
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,11
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,12
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,13
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,14
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,15
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,16
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,17
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,18
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,19
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,20
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,21
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,22
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,23
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,24
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,25
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,26
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,27
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,28
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,29
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,30
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,31
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,32
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,33
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,34
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,35
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,36
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,37
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,38
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,39
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,40
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,41
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,42
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,43
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,44
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,45
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,46
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,47
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,48
0112-QWPNC,0,1,0,1,1,1,0,1,1,1,1,0,2,84.35,1,0,0,1,0,1,0,49
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,1
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,2
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,3
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,4
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,5
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,6
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,7
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,8
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,9
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,10
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,11
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,12
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,13
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,14
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,15
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,16
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,17
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,18
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,19
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,20
0115-TFERT,0,1,0,1,2,0,1,1,1,1,1,1,2,111.2,1,0,0,1,1,0,0,21
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,1
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,2
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,3
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,4
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,5
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,6
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,7
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,8
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,9
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,10
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,11
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,12
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,13
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,14
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,15
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,16
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,17
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,18
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,19
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,20
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,21
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,22
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,23
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,24
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,25
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,26
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,27
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,28
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,29
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,30
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,31
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,32
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,33
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,34
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,35
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,36
0117-LFRMW,0,1,1,0,1,1,1,1,0,0,0,0,0,40.2,1,0,1,0,1,0,0,37
0122-OAHPZ,0,0,0,1,2,0,0,0,0,0,0,1,2,73.85,0,0,0,1,1,0,0,1
0122-OAHPZ,0,0,0,1,2,0,0,0,0,0,0,1,2,73.85,0,0,0,1,1,0,0,2
0122-OAHPZ,0,0,0,1,2,0,0,0,0,0,0,1,2,73.85,0,0,0,1,1,0,0,3
0122-OAHPZ,0,0,0,1,2,0,0,0,0,0,0,1,2,73.85,0,0,0,1,1,0,0,4
0122-OAHPZ,0,0,0,1,2,0,0,0,0,0,0,1,2,73.85,0,0,0,1,1,0,0,5
0122-OAHPZ,0,0,0,1,2,0,0,0,0,0,0,1,2,73.85,0,0,0,1,1,0,0,6
0122-OAHPZ,0,0,0,1,2,0,0,0,0,0,0,1,2,73.85,0,0,0,1,1,0,0,7
0125-LZQXK,0,0,0,1,2,0,0,1,1,1,1,1,2,101.35,1,1,0,0,1,0,0,1
0125-LZQXK,0,0,0,1,2,0,0,1,1,1,1,1,2,101.35,1,1,0,0,1,0,0,2
0125-LZQXK,0,0,0,1,2,0,0,1,1,1,1,1,2,101.35,1,1,0,0,1,0,0,3
