customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,current_tenure
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,19
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,20
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,21
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,22
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,23
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,24
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,25
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,26
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,27
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,28
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,29
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,30
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,31
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,32
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,33
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,34
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,35
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,36
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,37
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,38
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,39
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,40
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,41
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,42
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,43
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,44
0022-TCJCI,1,1.5470407287495689,0,0,1,0,0,2,0,2,0,0,2,1,0,1,-1.0045090013454845,45
0023-HGHWL,1,1.5470407287495689,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-2.6931024018770744,1
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,1
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,2
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,3
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,4
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,5
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,6
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,7
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,8
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,9
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,10
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,11
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,12
0023-XUOPT,0,-0.6463953930988441,1,0,1,2,1,0,2,2,0,2,0,0,0,2,0.40564612569419417,13
0031-PVLZI,0,-0.6463953930988441,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-2.9064220468910382,1
0031-PVLZI,0,-0.6463953930988441,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-2.9064220468910382,2
0031-PVLZI,0,-0.6463953930988441,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-2.9064220468910382,3
0031-PVLZI,0,-0.6463953930988441,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-2.9064220468910382,4
0032-PGELS,0,-0.6463953930988441,1,1,0,1,0,2,0,0,0,0,0,0,0,0,-2.45059164754541,1
0067-DKWBL,1,1.5470407287495689,0,0,1,0,0,2,0,0,0,0,0,0,1,2,-1.6085404172271305,1
0067-DKWBL,1,1.5470407287495689,0,0,1,0,0,2,0,0,0,0,0,0,1,2,-1.6085404172271305,2
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,1
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,2
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,3
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,4
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,5
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,6
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,7
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,8
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,9
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,10
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,11
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,12
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,13
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,14
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,15
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,16
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,17
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,18
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,19
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,20
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,21
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,22
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,23
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,24
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,25
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,26
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,27
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,28
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,29
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,30
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,31
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,32
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,33
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,34
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,35
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,36
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,37
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,38
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,39
0093-XWZFY,1,-0.6463953930988441,0,0,1,2,1,0,2,2,0,2,2,0,1,1,0.8727038747774002,40
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,1
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,2
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,3
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,4
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,5
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,6
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,7
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,8
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,9
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,10
0094-OIFMO,0,1.5470407287495689,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.44606458474947186,11
0107-YHINA,1,-0.6463953930988441,0,1,1,2,1,0,0,2,0,2,2,0,1,2,0.659384229763436,1
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,1
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,2
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,3
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,4
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,5
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,6
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,7
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,8
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,9
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,10
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,11
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,12
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,13
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,14
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,15
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,16
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,17
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,18
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,19
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,20
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,21
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,22
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,23
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,24
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,25
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,26
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,27
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,28
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,29
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,30
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,31
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,32
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,33
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,34
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,35
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,36
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,37
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,38
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,39
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,40
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,41
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,42
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,43
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,44
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,45
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,46
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,47
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,48
0112-QWPNC,1,-0.6463953930988441,1,0,1,2,0,2,0,2,2,2,2,1,0,2,-0.032220514071311226,49
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,1
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,2
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,3
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,4
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,5
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,6
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,7
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,8
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,9
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,10
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,11
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,12
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,13
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,14
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,15
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,16
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,17
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,18
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,19
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,20
0115-TFERT,1,-0.6463953930988441,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1.1735968477444656,21
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,1
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,2
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,3
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,4
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,5
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,6
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,7
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,8
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,9
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,10
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,11
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,12
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,13
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,14
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,15
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,16
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,17
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,18
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,19
0117-LFRMW,1,-0.6463953930988441,1,1,0,1,0,2,2,2,0,0,0,0,0,0,-2.0149704777274198,20
